TEST CENSUS (git HEAD 57269d21ab23cef3a4c5e50919890529ea70fff4): one row per tools/tests/*.py file.
columns: path | loc | tests=number of test methods | added=date|subject of the commit that added the file | commits touching it | pkg=dayz_mcp modules imported | imports_tests=other test modules imported | classes | popen=uses subprocess.Popen, sleeps=count of sleep calls | doc=module docstring first line
tools/tests/test_extra_mods_name_form.py | loc=104 | tests=4 | added=2026-09-11|test(mcp): rescue host-independent extra_mods name-form test | commits=1 | pkg=dayz_test_request,dayz_test_tool | imports_tests=- | classes=ExtraModsNameFormErrorTest,ExtraModsNameFormDocsTest | popen=0 sleeps=0 | doc=fb-20260909-213257-49a9: extra_mods name-form error and docs contract.
tools/tests/test_fase4b_loopback.py | loc=84 | tests=3 | added=2026-08-16|Initial public release | commits=2 | pkg=loopback | imports_tests=- | classes=Fase4BLoopbackTest | popen=0 sleeps=0 | doc=
tools/tests/test_fase4b_tools.py | loc=135 | tests=4 | added=2026-08-16|Initial public release | commits=2 | pkg=server | imports_tests=test_mcp_tools | classes=Fase4BToolsTest | popen=0 sleeps=0 | doc=
tools/tests/test_fb_00bb_1004.py | loc=146 | tests=7 | added=2026-09-17|fix(mcp): skip teleport telemetry precheck without a client peer | commits=2 | pkg=peer_liveness | imports_tests=- | classes=ClientPeerProbeablePredicateTest,Fb00bbSourceContractTest,Fb1004TeardownCopyTest | popen=0 sleeps=0 | doc=fb-20260915-143332-00bb + fb-20260915-104637-1004.
tools/tests/test_fb_050e.py | loc=350 | tests=10 | added=2026-09-14|fix(mcp): date untrusted rejections and warn on a stale caller registry | commits=1 | pkg=server | imports_tests=test_client_mode,test_control_client,test_mcp_tools | classes=Fb050eUntrustedHintTests,Fb050eDayzTestRunTests | popen=0 sleeps=0 | doc=
tools/tests/test_fb_1025_packaged_modules_lock.py | loc=304 | tests=8 | added=2026-09-15|feat(tools): lock the sources embedded in the sealed launcher | commits=1 | pkg=- | imports_tests=- | classes=PackagedModulesLockTest | popen=0 sleeps=0 | doc=
tools/tests/test_fb_160e.py | loc=529 | tests=16 | added=2026-09-14|fix(mcp): keep manifest backups bounded and report a stalled retention | commits=1 | pkg=runtime_state | imports_tests=- | classes=Fb160eManifestBackupRetentionTest | popen=0 sleeps=0 | doc=
tools/tests/test_fb_1f21_steam_envelope.py | loc=406 | tests=11 | added=2026-09-15|fix(mcp): carry the Steam preparation of a launch into its result | commits=1 | pkg=dayz_test_request,dayz_test_tool,native_launcher_transaction,steam_launch_guard,steam_preflight | imports_tests=test_dayz_test_tool,test_process_lifecycle | classes=SteamPreparationDaemonEnvelopeTests,SteamPreparationToolEnvelopeTests | popen=0 sleeps=0 | doc=
tools/tests/test_fb_2223_box_queue_offer.py | loc=1601 | tests=28 | added=2026-09-16|feat(mcp): dayz_test_run offers the box FIFO and can wait in it with on_busy | commits=1 | pkg=server,session_coordination | imports_tests=test_client_mode,test_mcp_tools | classes=_BoxHarness,Fb2223BoxQueueOfferTest | popen=0 sleeps=7 | doc=Box FIFO offer: on_busy=queue, queue_offer, and session_status position.
tools/tests/test_fb_3bb4_esc_and_drive_retire.py | loc=232 | tests=7 | added=2026-09-15|feat(mcp): ESC cancels an open ui_dialog; retire vehicle_drive and drive_probe_client | commits=1 | pkg=loopback,server | imports_tests=test_bridge_client_capabilities,test_bridge_server_capabilities | classes=Fb3bb4EscAndDriveRetireTest | popen=0 sleeps=0 | doc=
tools/tests/test_fb_3fc1_action_use_target.py | loc=676 | tests=13 | added=2026-09-15|feat(mcp): action_use targets the item in hands or the player via action_use_target | commits=1 | pkg=loopback,server | imports_tests=- | classes=Fb3fc1ActionUseToolTest,Fb3fc1ActionUseWireTest,Fb3fc1ActionUseCensusTest,Fb3fc1ActionUseEnforceContractTest | popen=0 sleeps=0 | doc=
tools/tests/test_fb_6d18.py | loc=141 | tests=10 | added=2026-09-14|fix(mcp): return session_locked when the Windows session is locked | commits=1 | pkg=server | imports_tests=- | classes=_SinkRuntime,Fb6d18CaptureSessionLockedTest,Fb6d18ProbeInputDesktopTest | popen=0 sleeps=0 | doc=Locked Windows sessions fail capture as session_locked, not a generic backend error.
tools/tests/test_fb_7ad1.py | loc=62 | tests=3 | added=2026-09-15|test(trace): file-only Abort dump contract (fb-20260915-014739-7ad1) | commits=1 | pkg=- | imports_tests=- | classes=TraceAbortAutodumpContractTest | popen=0 sleeps=0 | doc=vehicle_release Abort must dump remaining samples before clearing the trace.
tools/tests/test_fb_7ef2.py | loc=372 | tests=9 | added=2026-09-14|fix(mcp): wire the daemon generation into the lifecycle and document release | commits=1 | pkg=daemon,dayz_test_tool,process_lifecycle,runtime_state,server,session_coordination | imports_tests=test_dayz_test_tool,test_process_lifecycle | classes=Fb7ef2LifecycleTests,Fb7ef2StopTests | popen=0 sleeps=0 | doc=
tools/tests/test_fb_81f3.py | loc=85 | tests=5 | added=2026-09-15|test(teleport): file-only occupant_client_seated contract (fb-20260915-014733-81f3) | commits=2 | pkg=occupant_seat | imports_tests=- | classes=OccupantClientSeatedPredicateTest,OccupantClientSeatedSourceContractTest | popen=0 sleeps=0 | doc=player_teleport must refuse a client-owned seated occupant.
tools/tests/test_fb_8604_orderly_close.py | loc=1332 | tests=31 | added=2026-09-16|feat(mcp): dayz_test_close closes an owned run's windows before any kill | commits=1 | pkg=control_client,dayz_test_request,dayz_test_tool,loopback,process_lifecycle,runtime_state,server,session_coordination,window_close | imports_tests=test_control_client | classes=AuditSink,FakeGuard,FakeLauncher,FakeWin32,CloseRun8604Test,FakeLifecycleClose | popen=1 sleeps=3 | doc=
tools/tests/test_fb_88ef_305a_runtime_writes.py | loc=608 | tests=18 | added=2026-09-15|fix(mcp): retry a shared replace and quarantine an incomplete backup | commits=1 | pkg=process_lifecycle,runtime_state | imports_tests=test_doctor,test_fb_160e | classes=_FakeMonotonic,Fb88efAtomicReplaceTest,Fb305aManifestBackupQuarantineTest,Fb305aDoctorQuarantineTest | popen=0 sleeps=2 | doc=
tools/tests/test_fb_b0d9_restore_honest.py | loc=290 | tests=10 | added=2026-09-15|fix(mcp): restore_gameplay stops advising a retry; capture names a frozen render | commits=1 | pkg=server | imports_tests=test_capture_frame_stale,test_restore_gameplay_contract | classes=RestoreHonestB0d9Test,CaptureFrozenSignalB0d9Test | popen=0 sleeps=0 | doc=restore_gameplay names an unverified render; capture_screenshot names a freeze.
tools/tests/test_fb_ba70.py | loc=125 | tests=5 | added=2026-09-15|fix(capture): launch grab without a poisoned PSModulePath (fb-20260915-011312-ba70) | commits=2 | pkg=- | imports_tests=- | classes=GrabPsModulePathTest | popen=0 sleeps=0 | doc=capture grab must not inherit a poisoned Git Bash PSModulePath.
tools/tests/test_fb_deb9_07a1.py | loc=265 | tests=5 | added=2026-09-14|fix(mcp): settle automatic upshifts and get in the nearest vehicle | commits=3 | pkg=- | imports_tests=- | classes=FbDeb907a1SourceContractTest | popen=0 sleeps=0 | doc=Source contracts for manual-gearbox settle and nearest-vehicle get-in.
tools/tests/test_fb_f298_launch_focus.py | loc=121 | tests=3 | added=2026-09-15|fix(mcp): launch DayZ without taking the foreground | commits=1 | pkg=process_lifecycle,runtime_state,session_coordination | imports_tests=test_process_lifecycle | classes=FbF298LaunchStartupinfoTest,FbF298CaptureCreateNoWindowTest | popen=1 sleeps=0 | doc=DayZ launch must not steal the foreground; grab must not open a console.
tools/tests/test_fence_canary_probe.py | loc=389 | tests=24 | added=2026-08-20|Close the instance-fencing gate, and the three coordinator holes | commits=2 | pkg=core,instance_fence,loopback | imports_tests=- | classes=ClientPeerParserTest,EvaluateVerdictTest,ProbeOnServerStateTest,UrlAndProfileTest,NoLiveDaemonTest | popen=0 sleeps=0 | doc=Offline tests for the synthetic fencing probe (replacement for launching a second DayZDiag).
tools/tests/test_fn_f1f5.py | loc=389 | tests=16 | added=2026-09-17|fix(mcp): fail-fast world-reads and local8b pack | commits=2 | pkg=server,server_cli | imports_tests=test_client_mode,test_mcp_tools | classes=ToolPackCliTest,Local8BToolPackTest,BridgeSuccessHintTest | popen=0 sleeps=0 | doc=
tools/tests/test_fn_p0_small_model_loops.py | loc=466 | tests=19 | added=2026-09-17|fix(mcp): P0 small-model loops for Flash-Next / ~8B | commits=3 | pkg=agent_loop,control_client,instance_fence,knowledge,knowledge_pack,loopback,peer_liveness,server | imports_tests=- | classes=FakeClock,HonestReadyAfterLaunchTest,RegistrySafeNextStepTest,LeaseExpiredOnSilentReleaseTest,KnowledgeDeadEndTest,WaitForBindingNotReadyTest | popen=0 sleeps=0 | doc=P0 Flash-Next / ~8B loop contract (2026-09-17 handoff).
tools/tests/test_g0_abba_verdict.py | loc=351 | tests=15 | added=2026-08-24|Add the G0 ABBA drivability gate driver | commits=1 | pkg=loopback | imports_tests=- | classes=G0AbbaPureLogicTest | popen=0 sleeps=0 | doc=Pure-logic tests for the G0 ABBA in-game diagnostic driver.
tools/tests/test_guards_bridge.py | loc=268 | tests=10 | added=2026-09-08|five guards the bridge was missing, each one revertible on its own | commits=5 | pkg=- | imports_tests=- | classes=BridgeGuardsTest | popen=0 sleeps=0 | doc=Offline source contracts for N1; GUARDS_SOURCE_DIR selects unmodified BEFOREs.
tools/tests/test_h14_stale_policy.py | loc=1232 | tests=26 | added=2026-09-12|fix(mcp): H14 H3 reads and owned stop survive stale revalidate | commits=6 | pkg=accredited_daemon_transport,dayz_test_tool,native_launcher_backend,server,session_coordination | imports_tests=test_bug046_lease_queue_liveness,test_control_client,test_dayz_test_tool | classes=_H14ClientRuntime,H14SpecContractTests,H14ControlClientTests,H14DaemonCredentialTests,H14ClientRuntimeFlagTests,_H14Control | popen=0 sleeps=1 | doc=H14: H3 reads and owned dayz_test_stop survive policy.revalidate() failure.
tools/tests/test_h8_distributed_gate.py | loc=392 | tests=12 | added=2026-09-08|cc3c: five test modules that ran without being tracked | commits=2 | pkg=- | imports_tests=- | classes=H8DistributedGateTests | popen=0 sleeps=0 | doc=
tools/tests/test_handler_socket_timeout.py | loc=113 | tests=3 | added=2026-08-22|Bound the daemon's accepted connections, above the long-poll ceiling | commits=1 | pkg=loopback | imports_tests=- | classes=HandlerSocketTimeoutTests | popen=0 sleeps=0 | doc=Handler.timeout must stay strictly above the POST /wait long-poll ceiling.
tools/tests/test_host_python_floor.py | loc=273 | tests=10 | added=2026-08-23|Say one Python version, and make it the one the code needs | commits=1 | pkg=- | imports_tests=- | classes=HostPythonFloorLockstepTest,HostPythonSelectorTest,HostPythonLiveInterpreterTest | popen=0 sleeps=0 | doc=Host Python floor: packaging, both installers, and the selector agree.
tools/tests/test_identity_migration.py | loc=821 | tests=23 | added=2026-08-16|Initial public release | commits=3 | pkg=identity_migration,native_process_guard,runtime_state,server,server_cli | imports_tests=- | classes=RunsBackupGateTest,FakeProcess,FakeNoSuchProcess,FakeAccessDenied,FakePsutil,FakeGuard | popen=0 sleeps=0 | doc=
tools/tests/test_idle_watchdog.py | loc=183 | tests=12 | added=2026-08-16|Initial public release | commits=1 | pkg=loopback,orphan_guard,server | imports_tests=- | classes=ComputeIdleSecondsTest,InstallIdleWatchdogTest,_StubState,_StubLoopback,RuntimeIdleSecondsTest,IdleWatchdogReleaseIntegrationTest | popen=0 sleeps=1 | doc=
tools/tests/test_install_mcp.py | loc=1351 | tests=46 | added=2026-08-16|Initial public release | commits=5 | pkg=server | imports_tests=- | classes=InstallerCliManifestTest,InstallerArgumentsTest,InstallerRuntimeTest,FakeRegistrationProvider,InstallerRegistrationTransactionTest,InstallerRegistrationParserTest | popen=0 sleeps=0 | doc=
tools/tests/test_instance_fence.py | loc=1748 | tests=64 | added=2026-08-20|Close the instance-fencing gate, and the three coordinator holes | commits=8 | pkg=core,daemon,instance_fence,loopback,native_process_guard,process_lifecycle,runtime_state,server,session_coordination | imports_tests=- | classes=FakeClock,RecordPollFenceTest,EnqueueFenceTest,ResultFenceTest,EnforceBridgeFenceTest,LifecycleFenceTest | popen=0 sleeps=0 | doc=Unit tests for instance fencing.
tools/tests/test_instance_lock.py | loc=31 | tests=1 | added=2026-08-16|Initial public release | commits=1 | pkg=loopback | imports_tests=- | classes=InstanceLockTest | popen=0 sleeps=0 | doc=
tools/tests/test_interpreter_guard.py | loc=60 | tests=1 | added=2026-09-04|tools: five fixes outside server.py (probe, doctor, suite guard, test port, docs advice) | commits=1 | pkg=- | imports_tests=- | classes=InterpreterGuardTests | popen=0 sleeps=0 | doc=Guard that the suite runs under the approved project interpreter.
tools/tests/test_inventory_attach.py | loc=296 | tests=11 | added=2026-09-11|﻿feat: inventory_attach + ui_click mode/bubble wire (b256 + 20be direct) | commits=1 | pkg=loopback,server,session_coordination | imports_tests=- | classes=InventoryAttachIngressTest,InventoryAttachEnforceContractTest,InventoryAttachAppToolTest | popen=0 sleeps=0 | doc=
tools/tests/test_inventory_give.py | loc=151 | tests=5 | added=2026-08-16|Initial public release | commits=3 | pkg=loopback,server,session_coordination | imports_tests=- | classes=InventoryGiveIngressTest,InventoryGiveEnforceContractTest,InventoryGiveAppToolTest | popen=0 sleeps=0 | doc=
tools/tests/test_key_press.py | loc=124 | tests=6 | added=2026-09-02|Move the bridge to v10: headless key press, respawn, and an honest readiness state | commits=1 | pkg=loopback,server,session_coordination | imports_tests=- | classes=KeyPressIngressContractTest,KeyPressFastMCPContractTest,KeyPressEnforceSourceContractTest | popen=0 sleeps=0 | doc=
tools/tests/test_knowledge_extract.py | loc=194 | tests=4 | added=2026-08-24|Query the Knowledge Pack through two read-only tools backed by a deterministic extract | commits=2 | pkg=knowledge | imports_tests=- | classes=KnowledgeExtractTest | popen=0 sleeps=0 | doc=Tests for the deterministic Knowledge Pack extractor.
tools/tests/test_knowledge_pack_install.py | loc=466 | tests=13 | added=2026-08-24|Install the Knowledge Pack by default and let doctor watch the pairing | commits=2 | pkg=knowledge | imports_tests=- | classes=RecordingGitRunner,KnowledgePackInstallTest | popen=0 sleeps=0 | doc=
tools/tests/test_knowledge_tools.py | loc=594 | tests=19 | added=2026-08-24|Query the Knowledge Pack through two read-only tools backed by a deterministic extract | commits=4 | pkg=knowledge,knowledge_pack,server | imports_tests=- | classes=KnowledgeQueryTest,KnowledgeMcpToolsTest,KnowledgeIndexValidationTest | popen=0 sleeps=0 | doc=Tests for local read-only Knowledge Pack query tools.
tools/tests/test_launcher_registry_update.py | loc=1041 | tests=19 | added=2026-08-16|Initial public release | commits=6 | pkg=launcher_registry,launcher_registry_update | imports_tests=- | classes=LauncherRegistryUpdateTest,ReplaceTransitionTest,AbortedPreparedRecoveryTest | popen=0 sleeps=0 | doc=
tools/tests/test_leak_callback_drain.py | loc=185 | tests=8 | added=2026-09-08|the server allocated a poll callback per poll; the client reused one | commits=1 | pkg=- | imports_tests=test_leak_callback_lifetime | classes=SourceDrain,CallbackDrainTest | popen=0 sleeps=0 | doc=Source-linked admission/drain model, NOT an Enforce VM or a native leak test.
tools/tests/test_leak_callback_lifetime.py | loc=131 | tests=7 | added=2026-09-08|the server allocated a poll callback per poll; the client reused one | commits=1 | pkg=- | imports_tests=- | classes=CallbackLifetimeContractTest | popen=0 sleeps=0 | doc=Offline ownership contracts. These do not execute Enforce or prove native deallocation.
tools/tests/test_lease_supervisor.py | loc=204 | tests=7 | added=2026-08-16|Initial public release | commits=1 | pkg=- | imports_tests=- | classes=_Clock,_StepWaiter,_Client,LeaseHeartbeatSupervisorTests,TerminalSessionStatusTests | popen=0 sleeps=2 | doc=
tools/tests/test_lifecycle_cli.py | loc=395 | tests=9 | added=2026-08-16|Initial public release | commits=1 | pkg=admin_cli,lifecycle_cli | imports_tests=- | classes=TtyInput,LifecycleCliTest | popen=0 sleeps=0 | doc=
tools/tests/test_lifecycle_http.py | loc=534 | tests=8 | added=2026-08-16|Initial public release | commits=2 | pkg=loopback,runtime_state,session_coordination | imports_tests=- | classes=FakeLifecycle,LifecycleHttpTest | popen=0 sleeps=0 | doc=
tools/tests/test_lifecycle_reconcile.py | loc=2112 | tests=94 | added=2026-09-04|lifecycle: adopt_run and dayz_test_stop reconcile an UNRECONCILED run with a live owned process; st | commits=16 | pkg=daemon,dayz_test_request,dayz_test_tool,native_launcher_transaction,process_lifecycle,runtime_state,session_coordination,steam_preflight | imports_tests=test_daemon,test_dayz_test_tool,test_process_lifecycle | classes=FakeBridgeBindings,LifecycleReconcileTest,ClientReplacementDecisionTest,ClientReplacementGateTest | popen=0 sleeps=0 | doc=
tools/tests/test_lifecycle_request_fixture_parity.py | loc=150 | tests=5 | added=2026-09-10|tests: the lifecycle request fixture composes what the worker composes, with a parity module that f | commits=1 | pkg=dayz_test_worker | imports_tests=test_lifecycle_reconcile | classes=LifecycleRequestFixtureParityTest | popen=0 sleeps=0 | doc=Parity of LifecycleReconcileTest.request() against dayz_test_worker._start_core.
tools/tests/test_liveness_is_fail_closed.py | loc=79 | tests=6 | added=2026-08-21|Close phase 0: pin the boundaries, publish the bridge, drop the author's paths | commits=1 | pkg=orphan_guard | imports_tests=- | classes=LivenessIsFailClosedTest | popen=0 sleeps=0 | doc=`is_pid_alive` must never answer "dead" out of ignorance.
tools/tests/test_log_tail.py | loc=222 | tests=15 | added=2026-08-16|Initial public release | commits=1 | pkg=log_tail | imports_tests=- | classes=LogTailTest | popen=0 sleeps=0 | doc=
tools/tests/test_logs_since_marker_roundtrip.py | loc=153 | tests=5 | added=2026-08-20|Close the instance-fencing gate, and the three coordinator holes | commits=2 | pkg=server | imports_tests=test_client_mode,test_mcp_tools | classes=LogsSinceMarkerRoundtripTest | popen=0 sleeps=0 | doc=
tools/tests/test_loopback.py | loc=1921 | tests=74 | added=2026-08-16|Initial public release | commits=16 | pkg=instance_fence,loopback,server,session_coordination | imports_tests=- | classes=LoopbackTest,FakeClock,DelayedAuthorizationCoordinator,OwnerScopedQueueStateTest,FenceExemptionTest,StaleCommandHygieneTest | popen=0 sleeps=3 | doc=
tools/tests/test_lote2_numeric_boundary.py | loc=157 | tests=5 | added=2026-09-08|the wire rejects a bool where a number is declared, and a Steam timeout can no longer read as succe | commits=4 | pkg=server | imports_tests=- | classes=NumericBoundaryTests | popen=0 sleeps=0 | doc=Numeric ingress regression matrix. All probes enter through FastMCP.call_tool.
tools/tests/test_lote2_t2_steam.py | loc=105 | tests=5 | added=2026-09-08|the wire rejects a bool where a number is declared, and a Steam timeout can no longer read as succe | commits=3 | pkg=steam_preflight | imports_tests=test_dayz_test_tool,test_steam_preflight | classes=SteamWaitT2Tests,SteamEnvelopeT2Tests | popen=0 sleeps=0 | doc=T2: bounded remediation; all process, registry, and clock operations are mocks.
tools/tests/test_lote_b_products.py | loc=57 | tests=1 | added=2026-09-04|server: a bridge ok:0 keeps the diagnostics the bridge filled before the error, for the core UI ver | commits=1 | pkg=server | imports_tests=- | classes=LoteBWireDescriptionsTest | popen=0 sleeps=0 | doc=Lote B products reach the client over the wire (Codex review B backlog).
tools/tests/test_lote_m_products.py | loc=256 | tests=18 | added=2026-09-04|M22: publish on the wire what seven tools only enforced in their bodies | commits=2 | pkg=dayz_test_modes,inbox,server | imports_tests=- | classes=LoteMProductsTest | popen=0 sleeps=0 | doc=Lote M wire-surface tests: one positive and one negative per product.
tools/tests/test_lote_msgs_f5a7.py | loc=86 | tests=6 | added=2026-09-11|server: lote msgs f5a7/f47b-4 — domains in bad_mode/bad_hold_ttl_s and freeze signal frames>=2 (fb- | commits=1 | pkg=server | imports_tests=- | classes=LoteMsgsF5a7DescriptionsTest,LoteMsgsF5a7ErrorDomainsTest | popen=0 sleeps=0 | doc=fb-20260910-031716-f5a7 pts 1/2/4 + fb-20260910-102449-f47b pt 4.
tools/tests/test_lote_v_products.py | loc=303 | tests=14 | added=2026-09-04|server: five ergonomics fixes on public surfaces (wait_for, entities_query, bridge_status, action_u | commits=5 | pkg=server | imports_tests=test_client_mode | classes=BridgeStatusDescriptionTest,EntitiesQueryWireTest,WaitForWireTest,ActionUseDescriptionTest,RunIdMatrixDescriptionTest,PublishedExtraModsNameFormTest | popen=0 sleeps=0 | doc=Lote V product coverage: bridge_status open reason set, entities_query wire,
tools/tests/test_lote_w_h9.py | loc=78 | tests=2 | added=2026-09-04|tools: five fixes outside server.py (probe, doctor, suite guard, test port, docs advice) | commits=1 | pkg=native_launcher_backend | imports_tests=- | classes=H9NativeProbeTests | popen=0 sleeps=0 | doc=Lote W regression tests for h9_native_probe.
tools/tests/test_make_release.py | loc=205 | tests=9 | added=2026-08-24|Stage GitHub Releases from a built PBO with recomputable checksums | commits=1 | pkg=core | imports_tests=- | classes=MakeReleaseTest | popen=0 sleeps=0 | doc=Release staging contract for a prebuilt DayZ_MCP PBO.
tools/tests/test_mcp_capture.py | loc=831 | tests=22 | added=2026-08-16|Initial public release | commits=5 | pkg=server | imports_tests=- | classes=MCPCaptureTest,CaptureDualCropSpaceTest,AllBlackFrameReportTest | popen=0 sleeps=0 | doc=
tools/tests/test_mcp_host_timeouts.py | loc=1147 | tests=39 | added=2026-08-16|Initial public release | commits=3 | pkg=daemon,host_config,server | imports_tests=- | classes=HostConfigRecoveryClassifierTest,DaemonProvenanceConfigTest,HostConfigTargetTest,HostConfigTransactionTest | popen=0 sleeps=0 | doc=
tools/tests/test_mcp_server.py | loc=133 | tests=5 | added=2026-08-16|Initial public release | commits=4 | pkg=loopback | imports_tests=- | classes=MCPServerTest | popen=0 sleeps=0 | doc=
tools/tests/test_mcp_supervisor.py | loc=454 | tests=17 | added=2026-09-10|the MCP can now be handed a fix without being handed a restart | commits=1 | pkg=mcp_supervisor | imports_tests=- | classes=_BlockingLines,_CapturingStdin,FakeWorker,_HostStream,SupervisorTestBase,ForwardingTest | popen=0 sleeps=5 | doc=
tools/tests/test_mcp_tools.py | loc=1659 | tests=57 | added=2026-08-16|Initial public release | commits=26 | pkg=core,dayz_test_request,dayz_test_tool,native_launcher_backend,server | imports_tests=test_client_mode,test_dayz_test_tool | classes=FakePeer,MCPToolsTest,UiPublicSurfaceTest,BridgeCapabilityComparisonTest,ClientRenderSignalTest | popen=0 sleeps=5 | doc=
tools/tests/test_messages_contract.py | loc=211 | tests=4 | added=2026-09-02|Move the bridge to v10: headless key press, respawn, and an honest readiness state | commits=1 | pkg=- | imports_tests=- | classes=MessagesContractTest | popen=0 sleeps=0 | doc=Structural contract tests for the M02 wire DTOs.
tools/tests/test_native_broker_protocol.py | loc=146 | tests=4 | added=2026-08-16|Initial public release | commits=1 | pkg=native_broker_protocol | imports_tests=- | classes=NativeBrokerProtocolTests | popen=0 sleeps=0 | doc=
tools/tests/test_native_bundle.py | loc=279 | tests=7 | added=2026-08-16|Initial public release | commits=3 | pkg=dayz_tools_paths,launcher_registry,native_broker_protocol,native_bundle,native_child_announcement,request_path_authority | imports_tests=- | classes=NativeBundleTest | popen=0 sleeps=0 | doc=
tools/tests/test_native_child_announcement.py | loc=101 | tests=3 | added=2026-08-16|Initial public release | commits=2 | pkg=dayz_tools_paths,native_broker_protocol,native_child_announcement | imports_tests=- | classes=ChildAnnouncementDecoderTest | popen=0 sleeps=0 | doc=
tools/tests/test_native_debug_state.py | loc=257 | tests=6 | added=2026-08-16|Initial public release | commits=1 | pkg=- | imports_tests=- | classes=NativeDebugStateTests | popen=0 sleeps=0 | doc=
tools/tests/test_native_launcher_backend.py | loc=2537 | tests=46 | added=2026-08-16|Initial public release | commits=6 | pkg=dayz_tools_paths | imports_tests=- | classes=_ImageAuthority,_FakeKernel32,_OpenedLauncher,NativeLauncherBackendTests,NativeDebugReducerWiringTests,NativeDebugOwnershipTests | popen=0 sleeps=3 | doc=
tools/tests/test_native_launcher_bundle.py | loc=769 | tests=24 | added=2026-08-16|Initial public release | commits=7 | pkg=dayz_tools_paths,native_broker_protocol,native_bundle | imports_tests=- | classes=NativeLauncherBundleTest,PackagedModuleClosureTest,PackagedModuleListsAgreeTest | popen=0 sleeps=1 | doc=
tools/tests/test_native_launcher_transaction.py | loc=357 | tests=7 | added=2026-08-16|Initial public release | commits=3 | pkg=- | imports_tests=- | classes=_ControlClient,NativeLauncherTransactionTests | popen=0 sleeps=2 | doc=
tools/tests/test_native_pe.py | loc=60 | tests=3 | added=2026-08-16|Initial public release | commits=1 | pkg=native_pe | imports_tests=- | classes=NativePeTest | popen=0 sleeps=0 | doc=
tools/tests/test_native_process_guard.py | loc=409 | tests=16 | added=2026-08-16|Initial public release | commits=1 | pkg=native_process_guard | imports_tests=- | classes=FakeNoSuchProcess,FakeAccessDenied,FakeTimeoutExpired,FakeProcess,FakePsutil,ExpectedRecord | popen=0 sleeps=0 | doc=
tools/tests/test_native_process_snapshot.py | loc=95 | tests=3 | added=2026-08-16|Initial public release | commits=1 | pkg=- | imports_tests=- | classes=NativeProcessSnapshotTests | popen=0 sleeps=0 | doc=
tools/tests/test_native_source_seal.py | loc=180 | tests=9 | added=2026-09-25|fix(mcp): reload lease recovery + stale launcher source pin gate (#92) | commits=1 | pkg=dayz_test_tool,doctor,launcher_registry,native_bundle,process_lifecycle,server | imports_tests=- | classes=NativeSourceSealTests | popen=0 sleeps=0 | doc=
tools/tests/test_night0909_entity_wait.py | loc=149 | tests=10 | added=2026-09-09|the steam preflight restarted Steam to fix one stale DWORD, and five inbox tickets | commits=1 | pkg=- | imports_tests=- | classes=Runtime,Clock,EntityWaitTest | popen=0 sleeps=0 | doc=Offline tests of the delivered c82e candidate, NOT deployed wait_for.
tools/tests/test_night0909_inventory_inspect.py | loc=112 | tests=7 | added=2026-09-09|the steam preflight restarted Steam to fix one stale DWORD, and five inbox tickets | commits=1 | pkg=loopback,result_prune,server,session_coordination | imports_tests=- | classes=InventoryInspectStructureTest,InventoryInspectPublicTest | popen=0 sleeps=0 | doc=b256 offline structural/consumer contract; no Enforce execution is claimed.
tools/tests/test_no_literal_drive_letters.py | loc=190 | tests=5 | added=2026-08-21|Stop assuming where DayZ Tools live, and gate the things that were only true today | commits=1 | pkg=- | imports_tests=- | classes=NoLiteralDriveLettersTest | popen=0 sleeps=0 | doc=Fail if the published package hardcodes a Windows drive letter.
tools/tests/test_object_anim.py | loc=154 | tests=4 | added=2026-08-16|Initial public release | commits=3 | pkg=loopback,server,session_coordination | imports_tests=- | classes=ObjectAnimIngressTest,ObjectAnimEnforceContractTest,ObjectAnimAppToolTest | popen=0 sleeps=0 | doc=
tools/tests/test_object_inspect.py | loc=156 | tests=5 | added=2026-08-16|Initial public release | commits=3 | pkg=loopback,server,session_coordination | imports_tests=- | classes=ObjectInspectIngressTest,ObjectInspectEnforceContractTest,ObjectInspectAppToolTest | popen=0 sleeps=0 | doc=
tools/tests/test_orphan_guard_udp.py | loc=190 | tests=16 | added=2026-09-04|lifecycle: the box is occupied by whoever holds a game port, not only by DayZDiag_x64.exe by name ( | commits=2 | pkg=orphan_guard | imports_tests=- | classes=NetstatUdpParserTest,SnapshotUdpPortHoldersTest,NetstatUdpParserRound2Test,SnapshotUdpPortHoldersRound2Test | popen=0 sleeps=0 | doc=fb-20260904-114520-6927: the UDP socket table as the second witness of the box (orphan_guard).
tools/tests/test_orphan_native.py | loc=344 | tests=10 | added=2026-08-16|Initial public release | commits=1 | pkg=loopback,native_process_guard,native_process_snapshot,orphan_guard | imports_tests=- | classes=FakeAccessDenied,FakeNoSuchProcess,FakeProcess,FakePsutil,NativeArgvTest,FakeGuard | popen=0 sleeps=0 | doc=
tools/tests/test_p0s_gate.py | loc=275 | tests=9 | added=2026-08-16|Initial public release | commits=2 | pkg=runtime_state | imports_tests=- | classes=InstallerCliManifestProducerTest,RunsBackupCliGateTest | popen=0 sleeps=0 | doc=
tools/tests/test_p0s_test_runner.py | loc=183 | tests=7 | added=2026-08-16|Initial public release | commits=1 | pkg=- | imports_tests=- | classes=DenyLaunchGuardTest | popen=1 sleeps=0 | doc=
